idx,ref_img_path,dis_img_path,score,mos_label
0,PTC_00002_0ref_00.png,PTC_00002_AVIF_01.png,0.9629167318344116,0.12031473
1,PTC_00002_0ref_00.png,PTC_00002_AVIF_02.png,0.9464132785797119,0.736802786
2,PTC_00002_0ref_00.png,PTC_00002_AVIF_03.png,0.9335547685623169,1.293502414
3,PTC_00002_0ref_00.png,PTC_00002_AVIF_04.png,0.9218299984931946,1.86760741
4,PTC_00002_0ref_00.png,PTC_00002_AVIF_05.png,0.9120917320251465,2.240250471
5,PTC_00002_0ref_00.png,PTC_00002_AVIF_06.png,0.9027409553527832,2.587893195
6,PTC_00002_0ref_00.png,PTC_00002_AVIF_07.png,0.8943184018135071,2.891522229
7,PTC_00002_0ref_00.png,PTC_00002_AVIF_08.png,0.8880783319473267,3.090361164
8,PTC_00002_0ref_00.png,PTC_00002_AVIF_09.png,0.8818051218986511,3.295259768
9,PTC_00002_0ref_00.png,PTC_00002_AVIF_10.png,0.8771066665649414,3.448792835
10,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_01.png,0.9603398442268372,0.387504449
11,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_02.png,0.942047655582428,0.91944919
12,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_03.png,0.930941104888916,1.234260296
13,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_04.png,0.9189020395278931,1.46379952
14,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_05.png,0.9130446910858154,1.60620244
15,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_06.png,0.9072797298431396,1.71199625
16,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_07.png,0.9034369587898254,1.793228552
17,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_08.png,0.899284839630127,1.892860693
18,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_09.png,0.8986496925354004,1.910781162
19,PTC_00002_0ref_00.png,PTC_00002_JPEG-1_10.png,0.896135151386261,1.989948147
20,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_01.png,0.9562981724739075,0.536924004
21,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_02.png,0.9368906617164612,1.299510991
22,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_03.png,0.9261564612388611,1.705988936
23,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_04.png,0.9139697551727295,2.086954746
24,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_05.png,0.9050998687744141,2.396045352
25,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_06.png,0.8981070518493652,2.623443336
26,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_07.png,0.8913861513137817,2.788185492
27,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_08.png,0.8875352144241333,2.944336413
28,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_09.png,0.8840392231941223,3.05023794
29,PTC_00002_0ref_00.png,PTC_00002_JPEG-2000_10.png,0.8794366121292114,3.162763388
30,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_01.png,0.9641453623771667,0.037341273
31,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_02.png,0.9470442533493042,0.401831137
32,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_03.png,0.9253270030021667,1.120034915
33,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_04.png,0.9188827872276306,1.634948479
34,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_05.png,0.90743088722229,2.098541753
35,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_06.png,0.8965377807617188,2.57450788
36,PTC_00002_0ref_00.png,PTC_00002_JPEG-XL_07.png,0.8834825754165649,2.9120305
