idx,ref_img_path,dis_img_path,score,mos_label
0,,,0.7113668322563171,1382.298
1,,,0.6778708100318909,1539.5478
2,,,0.7612742781639099,1494.3128
3,,,0.9624786972999573,1515.5989
4,,,0.7932219505310059,1547.9496
5,,,0.6278564929962158,1436.4154
6,,,0.6479101181030273,1461.5749
7,,,0.6760537028312683,1478.8506
8,,,0.6895101070404053,1296.6134
9,,,0.5791739225387573,1247.4141
10,,,0.8460654616355896,1559.854
11,,,0.802716076374054,1618.7843
12,,,0.9106122255325317,1504.7273
13,,,0.7035021781921387,1551.8457
14,,,0.5715885162353516,1249.1375
15,,,0.7746162414550781,1506.6588
16,,,0.6667964458465576,1510.7785
17,,,0.8387856483459473,1394.4026
18,,,0.8364255428314209,1544.4658
19,,,0.8923677802085876,1581.5522
20,,,0.8653061389923096,1477.6471
21,,,0.7555887699127197,1543.6914
22,,,0.6798279285430908,1447.571
23,,,0.9193459153175354,1631.9984
24,,,0.7429225444793701,1468.2223
25,,,0.8779225945472717,1545.9797
26,,,0.9142633676528931,1533.3912
27,,,0.8022586703300476,1526.9735
28,,,0.6993788480758667,1307.99
29,,,0.6789976358413696,1522.9454
30,,,0.7617080211639404,1623.9029
31,,,0.5722055435180664,1285.728
32,,,0.6344565749168396,1365.9134
33,,,0.7170602083206177,1403.9485
34,,,0.9022093415260315,1594.8847
35,,,0.8753898739814758,1796.8381
36,,,0.6939563155174255,1560.0637
37,,,0.6715195178985596,1443.1943
38,,,0.6639993190765381,1442.7249
39,,,0.819248378276825,1557.0523
40,,,0.5087789297103882,1220.6008
41,,,0.7715358138084412,1601.3359
42,,,0.6345952749252319,1334.0485
43,,,0.8193209767341614,1431.3809
44,,,0.7120678424835205,1504.5302
45,,,0.736665666103363,1586.6855
46,,,0.7451889514923096,1491.3682
47,,,0.8253979682922363,1629.872
48,,,0.6269074082374573,1274.2857
49,,,0.5717466473579407,1389.7102
50,,,0.7776988744735718,1512.0625
51,,,0.7403053641319275,1410.8862
52,,,0.6258578300476074,1387.2029
53,,,0.8382279872894287,1420.7331
54,,,0.6953527927398682,1410.6298
55,,,0.8650387525558472,1560.9835
56,,,0.7103840112686157,1532.1355
57,,,0.7375190258026123,1453.3719
58,,,0.7352801561355591,1362.8645
59,,,0.8422023057937622,1505.8635
60,,,0.6434779167175293,1450.0751
61,,,0.824481725692749,1578.4007
62,,,0.7549142241477966,1691.5501
63,,,0.7120678424835205,1424.8737
64,,,0.5487021803855896,1066.5516
65,,,0.9243851900100708,1553.0149
66,,,0.7470113039016724,1465.6975
67,,,0.6940240263938904,1490.5742
68,,,0.8252770304679871,1608.6156
69,,,0.5888769626617432,1282.641
70,,,0.8482879400253296,1601.6175
71,,,0.7425867319107056,1574.2319
72,,,0.5969734191894531,1385.1515
73,,,0.6039347648620605,1348.2167
74,,,0.7403068542480469,1513.8198
75,,,0.7360262870788574,1535.7511
76,,,0.8117620944976807,1545.2413
77,,,0.6977184414863586,1420.6943
78,,,0.735245943069458,1375.698
79,,,0.6695890426635742,1455.577
80,,,0.6976155042648315,1381.0134
81,,,0.6956120729446411,1328.9318
82,,,0.7992544770240784,1506.6978
83,,,0.8208130598068237,1597.1651
84,,,0.7530981302261353,1490.7059
85,,,0.8554286956787109,1582.3449
86,,,0.6720736026763916,1549.326
87,,,0.5478594303131104,1254.183
88,,,0.7679848670959473,1416.4957
89,,,0.6527556777000427,1401.7552
90,,,0.8164006471633911,1572.6416
91,,,0.6584609746932983,1478.577
92,,,0.7267763614654541,1348.4135
93,,,0.7068070769309998,1541.8374
94,,,0.5634984970092773,1007.478
95,,,0.7033540606498718,1504.1831
96,,,0.7429571151733398,1361.0526
97,,,0.5533276200294495,1278.8495
98,,,0.8392382860183716,1470.8432
99,,,0.706200897693634,1409.8469
100,,,0.6672086119651794,1284.2228
101,,,0.5812562704086304,1245.6121
102,,,0.7837508320808411,1532.5885
103,,,0.6664339900016785,1296.7191
104,,,0.737284779548645,1562.0134
105,,,0.8618476390838623,1433.0908
106,,,0.5659987330436707,1425.5008
107,,,0.6227580308914185,1416.7301
108,,,0.6448285579681396,1461.0864
109,,,0.7029943466186523,1522.5752
110,,,0.7117301225662231,1259.0043
111,,,0.8924621939659119,1707.6858
112,,,0.7367031574249268,1552.6344
113,,,0.6249595880508423,1393.2299
114,,,0.7377229928970337,1567.1285
115,,,0.5920202732086182,1374.132
116,,,0.8929938077926636,1157.7945
117,,,0.8456317186355591,1561.7003
118,,,0.728479266166687,1496.1137
119,,,0.9005225300788879,1439.9592
120,,,0.8087397813796997,1485.127
121,,,0.9317616820335388,1711.0505
122,,,0.7541512250900269,1485.1208
123,,,0.7027972340583801,1530.9159
124,,,0.7546232342720032,1478.2476
125,,,0.7717516422271729,1600.642
126,,,0.8484982252120972,1432.8311
127,,,0.6945642232894897,1481.5036
128,,,0.719904363155365,1293.9506
129,,,0.6730697154998779,1462.3705
130,,,0.821515679359436,1509.3203
131,,,0.7476769089698792,1499.299
132,,,0.7548566460609436,1601.3339
133,,,0.6247276663780212,1458.4172
134,,,0.7085778713226318,1544.6518
135,,,0.7270268797874451,1381.6259
136,,,0.9543143510818481,1669.8668
137,,,0.7708115577697754,1497.9584
138,,,0.8186583518981934,1827.9009
139,,,0.6350851058959961,1350.1663
140,,,0.753075122833252,1435.5636
141,,,0.6929703950881958,1479.1612
142,,,0.9014706015586853,1425.0613
143,,,0.6769338250160217,1448.3377
144,,,0.7544558048248291,1469.5076
145,,,0.6640137434005737,1393.0018
146,,,0.7011541128158569,1517.5353
147,,,0.7662980556488037,1462.6713
148,,,0.7055695652961731,1546.1882
149,,,0.8037811517715454,1453.1176
150,,,0.7563156485557556,1425.0003
151,,,0.653567373752594,1361.3699
152,,,0.6862003803253174,1340.7693
153,,,0.8004502654075623,1298.8289
154,,,0.664238691329956,1474.6849
155,,,0.5804414749145508,1340.9071
156,,,0.6533513069152832,1480.9879
157,,,0.7159358859062195,1418.3934
158,,,0.6486228704452515,1413.3091
159,,,0.7656866312026978,1541.4316
160,,,0.6349737048149109,1459.6273
161,,,0.831811785697937,1442.6001
162,,,0.7649135589599609,1552.0686
163,,,0.7484645843505859,1423.6423
164,,,0.9286208152770996,1496.4655
165,,,0.7056131362915039,1387.3584
166,,,0.6274922490119934,1396.2571
167,,,0.765236496925354,1572.9334
168,,,0.8027901649475098,1460.847
169,,,0.8460374474525452,1458.5881
170,,,0.709687352180481,1481.2445
171,,,0.5666341781616211,1275.9893
172,,,0.8546938896179199,1659.8155
173,,,0.6682615280151367,1297.4897
174,,,0.8599260449409485,1426.7539
175,,,0.6769046783447266,1346.1259
176,,,0.838797390460968,1615.8454
177,,,0.585777997970581,1165.4928
178,,,0.7447319626808167,1335.09
179,,,0.6712720394134521,1260.1877
180,,,0.8354782462120056,1622.6847
181,,,0.7490272521972656,1463.8161
182,,,0.8176196813583374,1555.6857
183,,,0.7697135806083679,1604.7401
184,,,0.8076784610748291,1492.8616
185,,,0.6956029534339905,1508.7275
186,,,0.8043029308319092,1492.977
187,,,0.6108995079994202,1122.2653
188,,,0.7807419300079346,1620.7244
189,,,0.5978189706802368,1351.1319
190,,,0.7304311990737915,1581.6794
191,,,0.6310644149780273,1406.4053
192,,,0.8336960077285767,1530.2741
193,,,0.5811150074005127,1340.6306
194,,,0.750938355922699,1399.3067
195,,,0.6628245115280151,1510.8118
196,,,0.5468178987503052,1151.5129
197,,,0.6491687297821045,1490.5582
198,,,0.6928644180297852,1349.4647
199,,,0.7841709852218628,1611.165
200,,,0.6648261547088623,1452.4425
201,,,0.7051855325698853,1405.5865
202,,,0.7781510353088379,1441.6326
203,,,0.8331167697906494,1474.8011
204,,,0.8808782696723938,1476.4766
205,,,0.887429416179657,1545.235
206,,,0.8852790594100952,1546.7383
207,,,0.7720877528190613,1639.0751
208,,,0.6609023809432983,1476.5829
209,,,0.8385716676712036,1528.3031
210,,,0.8077930212020874,1665.4775
211,,,0.7693843841552734,1517.8845
212,,,0.9168213605880737,1396.4199
213,,,0.8082011938095093,1573.7976
214,,,0.6694959402084351,1358.3441
215,,,0.7209248542785645,1602.1912
216,,,0.8554530739784241,1587.7324
217,,,0.6531597971916199,1375.8427
218,,,0.8435763120651245,1536.8174
219,,,0.8769545555114746,1544.2994
220,,,0.780992329120636,1438.9984
221,,,0.8899585604667664,1565.1213
222,,,0.8157843947410583,1592.0302
223,,,0.9280741214752197,1546.7807
224,,,0.6245719194412231,1441.8076
225,,,0.8445703983306885,1521.7425
226,,,0.8476927280426025,1514.5268
227,,,0.5034564733505249,1123.6962
228,,,0.6276078224182129,1438.553
229,,,0.6211005449295044,1330.003
230,,,0.7318770885467529,1510.0056
231,,,0.8617502450942993,1544.9892
232,,,0.6407487988471985,1459.4675
233,,,0.6385698914527893,1412.4648
234,,,0.8564236164093018,1540.15
235,,,0.6423531770706177,1488.4792
236,,,0.6797211766242981,1192.9748
237,,,0.9098959565162659,1517.4734
238,,,0.7755305767059326,1514.9764
239,,,0.700809121131897,1535.3086
240,,,0.7557224631309509,1462.8751
241,,,0.6647946238517761,1356.3666
242,,,0.752978503704071,1489.6178
243,,,0.5772396922111511,1343.85
244,,,0.7601991891860962,1397.5644
245,,,0.8165221214294434,1551.1054
246,,,0.7783836722373962,1570.5853
247,,,0.8806698322296143,1559.4039
248,,,0.8878000378608704,1647.5406
249,,,0.7394458651542664,1372.9145
250,,,0.7906494140625,1538.6911
251,,,0.8305099606513977,1549.9936
252,,,0.7961587309837341,1426.2315
253,,,0.7433997988700867,1550.1667
254,,,0.6233667135238647,1497.2331
255,,,0.5450848937034607,1414.1508
256,,,0.6977055072784424,1574.8403
257,,,0.6692361831665039,1521.7325
258,,,0.7551694512367249,1523.6254
259,,,0.7329215407371521,1488.8834
260,,,0.5925890207290649,1299.6805
261,,,0.8060231804847717,1481.6123
262,,,0.6802929043769836,1192.4239
263,,,0.785589337348938,1358.9191
264,,,0.6177610158920288,1363.67
265,,,0.661849856376648,1566.3424
266,,,0.5752772688865662,1230.3921
267,,,0.9382784962654114,1555.0587
268,,,0.7202627658843994,1337.6625
269,,,0.6649812459945679,1350.5183
270,,,0.6555976271629333,1549.2769
